Name,Type,Year,Episodes,Genres,Synopsis,Rating,Members,Studio,Source,Theme,Demographic
One Piece: 5-fun de Wakaru Kore made no Wano Kuni-hen,ONA, 2020,2,['Comedy'],Recap of the Wano-Kuni arc.,6.14,2047,Unknown,Manga,,Shounen
Baku Tech! Bakugan Gachi,TV, 2013,39,['Action'],BakuTech! Bakugan Gachi is the sequel to the BakuTech! Bakugan series.,5.86,2044,Unknown,,Strategy Game,Shounen
The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,Movie, 1997,1,"['Comedy', 'Fantasy', 'Sci-Fi']",The mysterious thief Dorapin sets up a scheme with the intent of stealing the Friendship Telecards from the Doraemons. (Source: ANN) ,6.74,2019,Shin-Ei Animation,,,"['Kids', 'Shounen']"
Boukyaku Battery,ONA, 2020,1,['Sports'],"The story follows a group of baseball players who after having quit playing baseball are reunited by fate after enrolling in the same university. At the time the university did not have a baseball team, so the group who have previously faced off against each other throughout the years form a team and start playing once again, reviving their passion for the sport.(Source: MAL News)",6.08,2005,MAPPA,Manga,"['School', 'Team Sports']",Shounen
Net Ghost Pipopa,TV, 2008,51,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",About a young boy named Akigawa Yuta who gets sucked into a virtual world through his cell phone. He meets three strange creatures that travel with him on Yuta's adventure in this strange new world.,6.74,1991,Studio Hibari,Original,,"['Kids', 'Shounen']"
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,Special, 2017,1,"['Action', 'Fantasy']","Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai is a cinematic attraction at Universal Studios Japan and the successor to Dragon Ball Z: The Real 4-D. Like its predecessor, it is a new installment in the Dragon Ball series, this time primarily featuring the face off between Super Saiyan Blue Goku and Broly God.(Source: Dragon Ball Wiki)",5.62,1984,Unknown,Manga,Super Power,Shounen
Urayasu Tekkin Kazoku,TV, 1998,33,['Comedy'],"Join the madcap adventures of the Osawagi family. Little Kotetsu, arguably the most energetic boy in the town of Urayasu, is always getting into mischief with his band of quirky friends. Features unique, well-drawn characters and fast-paced action and humor.(Source: TBS)",6.93,1975,Studio Deen,Manga,Gag Humor,Shounen
Uchuu no Kishi Tekkaman Blade OVA: Missing Link,OVA, 1999,1,"['Action', 'Sci-Fi']","The third, Missing Link, deals with the events between Tekkaman Blade and Tekkaman Blade II.",6.02,1957,Unknown,,Mecha,Shounen
Get Ride! AMDriver,TV, 2004,51,"['Adventure', 'Sci-Fi']","In the future, human beings are attacked by beings called the Bug-chine, which appeared a few years back. No normal human weapon can defeat the Bug-chine, but there is hope. It is the AMDrivers that will save the earth. They are solders using the latest ""AM Technology"". With overwhelming power, they will beat the Bug-chine one after another and become heroes, as well as capture the hearts of their fans.(Source: ANN)",6.17,1955,Studio Deen,,Mecha,Shounen
Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,Movie, 1999,1,['Mystery'],"The movie is an alternative version to the ""Satsuriku no Deep Blue"" arc of the 1997 Kindaichi TV series.Kindaichi, Miyuki and Fumi are invited to the resort of the Deep Blue Island by their senpai Akane, the daughter of the president of the Aizawa Group. A group of criminals infiltrate the hotel diguised as waiters to kill the members of the Aizawa Group. The criminals don't know their boss in person, and they don't know either that he's in the hotel with the members of the Aizawa Group.",6.98,1948,Toei Animation,Light novel,,Shounen
"Doraemon Movie: Boku, Momotarou no Nanna no Sa",Movie, 1981,1,"['Adventure', 'Fantasy', 'Sci-Fi']","As a summer assignment, Nobita has to research the past of his town. Together with Doraemon, they use a gadget called time camera to take photos of the town sights from various time periods. To their great surprise, the last photo they take depicts Japanese folk hero Momotaro pulling a cart laden with treasure.Later, Nobita's mom encounters a foreigner who shows the kids a small picture of a person dressed as samurai. The picture looks almost like a photo, and the person in the picture looks exactly like Momotaro. The foreigner has inherited this picture from his ancestors, and he has come to Japan in order to learn the truth about its origins.Nobita begins to think that Momotaro might have been a real person. In order to solve the mystery, he travels to the past of Japan along with Doraemon, Shizuka, Takeshi and Suneo.(Source: animania.co.uk)",6.44,1936,Shin-Ei Animation,,,"['Kids', 'Shounen']"
Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,OVA, 2012,2,['Mystery'],Kindaichi is back with another mystery to solve.,7.01,1927,Toei Animation,Manga,,Shounen
Tokyo Juushouden,OVA, 1999,3,"['Action', 'Adventure', 'Supernatural']","Long ago, in feudal Japan, there was a fierce warrior named the Demon King. He controlled a band of demons, known as the Kyouma. Only the powers of ten warriors sealed the Demon King away and kept the Kyouma under control. But now, Lord Shindigan, a powerful Kyouma is planning to free the Demon King, and the reincarnations of the ten warriors must band together and save the earth. (Source: ANN)",5.27,1920,Zexcs,,,Shounen
Nanaka 6/17 Special,Special, 2003,1,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",Unaired series episode included in the DVD release.,6.57,1919,J.C.Staff,Manga,,Shounen
Transformers: Scramble City,OVA, 1986,1,"['Action', 'Sci-Fi']","Beginning with a recap of the coming of the Transformers to Earth and the story of Devastator, the OVA then gets its original story underway, as the Autobots are shown to be in the midst of constructing the powerful ""Scramble City,"" overseen by their newest arrival, Ultra Magnus. When the Decepticons learn of this, their combiner robots are deployed to attack, and a battle between them and their Autobot counterparts ensues. (Source: Wikipedia)",5.76,1913,Toei Animation,Original,Mecha,Shounen
Umi no Triton,TV, 1972,27,"['Adventure', 'Fantasy']","5000 years ago, the Triton Family was living peacefully in Atlantis until the Poseidon Family destroyed them all. Triton, of the Triton Family line, embarks on an adventurous life in the sea fighting the Poseidon Family.(Source: AnimeNfo)",6.44,1908,Animation Staff Room,Manga,,Shounen
Mahoujin Guru Guru Movie,Movie, 1996,1,"['Adventure', 'Comedy', 'Fantasy']","The hero Nike and magic user Kukuri learn of the ""Pickle of Happiness"", an item that will grant a wish to the one who eats it. With the help of old friends, they must beat the monsters to the Pickle and convince its guardian dragon to give it to them. (Source: ANN)",6.82,1906,Nippon Animation,Manga,,Shounen
Doraemon Movie 41: Nobita no Little Star Wars,Movie, 2022,1,"['Adventure', 'Comedy', 'Sci-Fi']",(No synopsis yet.),6.85,1901,Shin-Ei Animation,Manga,Space,"['Kids', 'Shounen']"
Osu!! Karate-bu,OVA, 1990,4,[],"Tadashi Matsushita has recently entered the Kansai Fifth Technical High School and joined its notorious karate club. There he meets his captain, Yoshiyuki Takagi, an incredibly strong individual. Feared and respected throughout Osaka, Takagi is deep down an honorable and compassionate guy despite his violent endeavors.(Source: ANN)",6.71,1895,J.C.Staff,Manga,"['Martial Arts', 'School']",Shounen
Tenkuu Senki Shurato: Sousei e no Anto,OVA, 1991,6,"['Action', 'Fantasy']","This is the continuation of the TV series. The battle for the celestial sphere is over. Gai and Shurato have been erased from history. However, another danger is coming ahead, and the eight guardians are sent back to Earth to investigate. As Shurato tries to win back his friends in a world that has forgotten him, a new villain has a mysterious plan for them.(Source: AnimeDB)",6.40,1875,Tatsunoko Production,,,Shounen
Cyborg 009: The Reopening,Special, 2010,1,"['Action', 'Adventure', 'Sci-Fi']",A short 3D CGI anime of Cyborg 009 produced by director Oshii Mamoru.,5.52,1873,Production I.G,Manga,Mecha,Shounen
Tide-Line Blue: Kyoudai,Special, 2006,1,"['Adventure', 'Drama']",DVD only 13th episode of the series.,6.61,1872,Telecom Animation Film,Original,,Shounen
"Akai Shouzou: Char, Soshite Frontal e",Special, 2010,1,"['Drama', 'Sci-Fi']","A recap of Gundam, Gundam Z, Gundam ZZ, and Char's Counterattack as experienced by Char Aznable, as well as a precursor to Gundam Unicorn. Originally a live event consisting of a public recitation done by Char's voice actor with simultaneous screenings of the anime, the DVD version fades to and from the recitation and the anime. ",6.02,1871,Sunrise,,"['Mecha', 'Military', 'Space']",Shounen
Aoki Ryuusei SPT Layzner OVA,OVA, 1986,3,"['Action', 'Sci-Fi']","The Layzner OVA serves as an alternative version of the TV series. The first episode, titled ""Eiji 1996"", recaps the first part of the series (episodes 01-24). The second episode (""Le Caine 1999"") takes place after a time skip, and contains episodes 26 through 37 (episode 25 of the TV series, being a recap itself, is skipped here). The final episode, ""Seal 2000"", is an expanded version of the final episode of the TV series (38) and features new animation and a longer epilogue. ",6.77,1870,Sunrise,,"['Mecha', 'Military', 'Space']",Shounen
Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,OVA, 1995,1,['Action'],"An educational anime featuring Ryu, Ken, Chun-Li, and E. Honda. The four travel back in time and talk about historic things.",5.97,1860,Pierrot,,"['Historical', 'Martial Arts']",Shounen
Submarine Super 99,TV, 2003,13,"['Action', 'Adventure', 'Sci-Fi']","Dr. Oki , the genius scientist who designed a new type of submarine is missing. His son, Susumu, smells an evil scheme of unknown group. He knows everything of his father's submarine called ""Super 99"" – equipment, weapons, functions and capacity. Susumu thinks that to find his father is to reveal the secret organization, Helmet Party, and stop their conspiracy. With the help of his friends and Marine Corps, he sets out to an underwater quest, not knowing how dangerous his endeavour is…(Source: ANN)",6.19,1860,Vega Entertainment,Manga,Military,Shounen
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,Special, 2015,1,['Mystery'],"The official website of the The File of Young Kindaichi Returns anime announced that a one-hour special television episode of the anime titled ""The File of Inspector Akechi"" (Akechi Keibu no Jikenbo) will air on December 26. The site streamed a trailer on Sunday, which previews the episode and its story. The video also reveals that Yudai Chiba will play Ryūtaro Kobayashi, a junior detective under detective Kengo Akechi.(Source: ANN)",7.11,1838,Toei Animation,Manga,,Shounen
Genma Taisen: Shinwa Zenya no Shou,TV, 2002,13,"['Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Supernatural']","In the distant future, monsters and inhumans roam the land, and the ruling Evil King seeks a human woman to bear him powerful, force-adept heirs. Non offers herself to the Evil King in order to save her village from Ape Clan raiders, and gives him twin sons, Loof and Jin. She and her sons are exiled by the ungrateful villagers, however, and Non's companion Nue (a Demon Clan member changed into a wolf for disobedience) takes Loof to be raised by his father, the Evil King. The Evil One's Queen Parome despises humans, however, and her malevolence towards Loof deepens...(Source: AnimeNfo)",5.01,1833,E&G Films,Manga,,Shounen
Makeruna!! Aku no Gundan!,TV, 2017,12,['Comedy'],"After coming across an advertisement about how anyone can lead an invasion force, young Don decides to establish a ragtag squad of his own to conquer the cosmos. Working alongside him are the aloof Pepu and the gaming-obsessed Chiku, though the value of their membership remains somewhat questionable. With his two henchmen by his side, the crew's inexperienced leader sets his sights on their first target: Earth.According to the manuals, Earth should be a simple enough target, but the situation spirals out of control right from the start. As it turns out, convincing over seven billion humans to simply roll over and accept their new overlord is no easy feat. Having been blown off by the entire human species, Don and his squadron touch down on Earth and begin their search for a way to subjugate humanity. However, with their unexpected failure, they face more pressing issues—namely, finding food and paying rent—so their plans for galactic domination will have to be put on hold for a little longer.[Written by MAL Rewrite]",5.29,1829,Tatsunoko Production,Manga,,Shounen
Bomberman B-Daman Bakugaiden Victory,TV, 1999,50,['Sci-Fi'],Based on the Hudson Soft game.,6.43,1823,Madhouse,,,Shounen
Bobobo-bo Bo-bobo Recap,Special, 2004,1,"['Action', 'Comedy', 'Sci-Fi']",Recap episode aired between episodes 32 and 33. ,6.24,1808,Toei Animation,,Parody,Shounen
Mou Ippon!,TV, 2023,?,"['Slice of Life', 'Sports']","After performing in their final middle school judo tournament, Michi and Sanae begin high school and walk in on Michi's final opponent fighting to save their new high school's judo club. (Source: Akita Shoten, translated)",0,1800,Bakken Record,Manga,"['Combat Sports', 'Martial Arts']",Shounen
One Piece: Dai Tettei Kaibou! Kouzuki Oden Densetsu!,Special, 2022,1,"['Action', 'Adventure', 'Fantasy']",Yamato and Momonosuke look back on Oden's adventures and heroic actions throughout the world and in the Land of Wano. Yamato describes for Momonosuke all the joy and pain that his father went through during his days.(Source: Crunchyroll),6.36,1800,Toei Animation,Manga,,Shounen
Kimagure Orange☆Road: Tanabata Special,OVA, 1987,1,[],"Tanabata is approaching but Kyousuke, being his usual indecisive self, is unable to invite Madoka to a concert and later gets beaten up after making Hikaru cry. In a hospital room Madoka approaches a sleeping Kyousuke, and then...(Source: AniDB)",6.66,1772,Pierrot,Manga,,Shounen
Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,Special, 2009,1,"['Action', 'Adventure', 'Comedy']","This is episode 0, the prequel to the main Keroro Gunsou anime series. KeroZero was shown in theaters with Keroro Gunsou Movie 4. On the day of Keroro battalion's departure from Keron Planet to Planet Earth, an opposing alien species assails the Keron space station, where Giroro and Zeroro (later known as Dororo) are waiting for Keroro to arrive.",6.82,1768,Sunrise,,"['Mecha', 'Space']",Shounen
Babel Nisei,TV, 1973,39,"['Adventure', 'Sci-Fi', 'Supernatural']","Life seems simple for Koichi, a young student, until he learns that he is the reincarnation of an alien protector who crashed onto the mantle of responsibility as ""defender of the Earth,"" Koichi/Babel teams up with a trio of super-powered alien companions to battle the the dark forces of an evil cult leader. The war to save humanity takes Babel from the deserts of southern Asia to the upper east side of Manhattan and ultimately to a final showdown with ""the master"" in a hidden base nestled in the Swiss Alps. The action is fast-paced and deadly. The fate of the world rests in the ability of this courageous youth to tame his latent psychic power and use it to defeat the enemies of mankind.(Source: AnimeNfo)",6.31,1749,Toei Animation,,,Shounen
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,OVA, 2000,4,"['Adventure', 'Comedy', 'Sci-Fi']","Taba and the Girls of Kagura Total Security Inc. are at it again. This time they have to battle a Gang of Phantom Cats and a mysterious enemy and assassin. And there are the run ins with the Government, the need for a new office, as well as sorting out the past to deal with. Luckily, they've got a stock pile of weapons and super technology to help.(Source: ANN)",6.34,1747,Chaos Project,Manga,,Shounen
Jimoto ga Japan,TV, 2019,50,"['Comedy', 'Slice of Life']","There's a new tough guy transfer student in Tokyo. His name is Tokio and he's raring to see how scrappy the locals are. But when he comes face-to-face with a Japan-obsessed red-haired kid that won't leave him alone until he tells him exactly what prefecture he's from, his life takes a turn for the crazy! This kid isn't just Japan obsessed, he's developed a martial art based on all the different prefectures in the country! (Source: VIZ Media)",0,1702,Oddjob,Manga,Gag Humor,Shounen
Doraemon: Ganbare! Gian!!,Movie, 2001,1,"['Adventure', 'Comedy', 'Fantasy']",(No synopsis yet.),6.49,1695,Unknown,,,"['Kids', 'Shounen']"
Dark Gathering,TV, 2023,?,"['Horror', 'Supernatural']","Keitarou Gentouga is a college freshman who hates ghosts. Unluckily for him, he has a knack for attracting spirits. Two years ago, this connection had led to him receiving a spiritual injury on his right hand, with his friend getting caught in the crossfire. The event caused him to become a shut-in, leaving him with very poor social skills. Fortunately, Keitarou is slowly starting to mingle with society, thanks to the help of his childhood friend, Eiko Houzuki.As part of his rehabilitation, Keitarou takes on the part-time job of a private tutor, and his first pupil is none other than Eiko's cousin, Yayoi Houzuki. Besides being a child prodigy, there is another peculiarity regarding Yayoi—she has a spiritual constitution, just like Keitarou. However, in contrast to Keitarou, she yearns to encounter spirits, hoping to find the ghost that took her mother away. As Keitarou is dragged along by Yayoi and Eiko to haunted spots, his part-time job seems to be straying further and further away from its original purpose.[Written by MAL Rewrite]",0,1680,OLM,Manga,,Shounen
Nokemono-tachi no Yoru,TV, 2023,?,['Fantasy'],"Wisteria is an orphan girl living in a corner of the British Empire at the end of the 19th century. Her life is desolate and bleak–until she encounters Marbas, a powerful but equally lonely immortal being with a furry appearance, hounded by hunters. Together, Wisteria and Marbas roam the Empire–populated by humans and human-like beasts–in search of a place where they can live together in peace. (Source: Seven Seas Entertainment)",0,1677,Ashi Productions,Manga,,Shounen
Doraemon and Itchy the Stray,Special, 1987,1,"['Comedy', 'Sci-Fi']",(No synopsis yet.),6.50,1673,Unknown,,,"['Kids', 'Shounen']"
Dragon Quest Retsuden: Roto no Monshou,Movie, 1996,1,"['Adventure', 'Fantasy']",The adventures of Arus's childhood.,5.91,1673,Unknown,Game,,Shounen
Card Wang: Mix Master,TV, 2005,39,"['Adventure', 'Fantasy']","Mix Masters is a Korea-Japan co-produced anime series, also known by the name Mix Master: King of Cards. It is a co-production by Nippon Animation of Japan and Sunwoo Entertainment and KBS of Korea. The story centers on the fantasy and adventure card game, Mix Master, and the transference of this game from a video game to the real world after a scientist's new invention goes terribly wrong. Creatures from the video game called henches run loose upon the real world and it is up to the Mix Master to stop those creatures from causing trouble. All the while, an evil leader from the video game, Prince Brad, causes trouble for them for some nefarious purpose.(Source: Wikipedia)",6.34,1672,Nippon Animation,,Strategy Game,Shounen
Misute♡naide Daisy,TV, 1997,12,"['Comedy', 'Romance', 'Sci-Fi']","The story begins when an innocent, but busty, young schoolgirl goes to recover her hat from what she thought was an abandoned house. But within that house, spying on her, is a deranged madman. Seeing her he becomes obsessed with controlling her, owning her, bending her to his every whim. He, and his array of high tech tools, will threaten her with death, mutilation, control, humiliation and the loss of her own will and identity. Terrors biological, chemical and nuclear will come into play in the nightmare that is her new, controlled, life.(Source: AniDB)",5.71,1665,Studio Deen,Manga,,Shounen
Fuuma no Kojirou: Seiken Sensou-hen,OVA, 1990,6,"['Action', 'Fantasy']","Hakuo Gakuin used to be a prestigious high school, and famous for martial arts. However, because its rival school; Seishikan, has been cowardly luring it's superior students, Hakuo was going to decline. In order to recover from the situation, the acting principal of Hakuo; Hojo Himeko, sends Yagyu Ranko to the Fuma Village in search of the famous Fuma ninja clan for assistance. The leader of the Fuma sent Kojiro to Hakuo, there he faces the notorious Yasha clan who fights for Seishikan lead by Asuka Musashi. Soon Kojiro's comrades arrive and an all-out ninja war postponed for 500 years begins between the 2 clans. (Source: d-addicts)",6.32,1658,animate Film,Manga,Martial Arts,Shounen
Ring ni Kakero 1: Kage Dou-hen,TV, 2010,6,"['Action', 'Sports']","After defeating Black Shaft's makeshift Team America, the Golden Japan Jr. team returns to training for the World Tournament that will be held in Tokyo. But during training the Shadow Clan, which uses boxing as an assassination technique, kidnaps Kiku in order to lure Ryuji and the others into a fight to see who's truly the better representatives of Japan's junior boxers.(Source: ANN)",6.38,1657,Toei Animation,Manga,Combat Sports,Shounen
JaJa Uma! Quartet,OVA, 1997,2,"['Adventure', 'Comedy', 'Fantasy']","The Crown Knights are a bizarre special force to fight to the criminals who threaten the tranquil Card Kingdom. Each one had a special ability. But these Crown Knights must get down and dirty when they run up against two war machines shaped like gigantic chess pieces. The deck is stacked against them, somehow they've got the checkmate these indestructible invaders before the Card Kingdom topples. (Source: ANN)",5.17,1656,Movic,Manga,,Shounen
Sexy Commando Gaiden: Sugoi yo!! Masaru-san Specials,Special, 1998,2,['Comedy'],Recap episodes.,6.40,1639,Magic Bus,Manga,"['Martial Arts', 'School']",Shounen
Dragon League,TV, 1993,39,"['Adventure', 'Comedy', 'Fantasy', 'Sports']","Tokio and his father Amon go to the soccer country of Elevenia where they see a parade of the strongest soccer team of that country, the Winners. Amon challenges the team captain Leon to a soccer battle and, when Amon loses, Leon turns him into a miniature dragon. Tokio sees the fight and decides to challenge against Leon so that Amon can become human again.(Source: AnimeNFo)",7.09,1635,Gallop,,Team Sports,Shounen
Ninkuu (Movie),Movie, 1995,1,"['Action', 'Adventure', 'Comedy']","How much humiliation can four people and a penguin take?Hard boiled Aito? Sexy bombshell Rihoko? Choji the red brief? Shining Fuusuke? Cutesy Hooter Hiroyuki? Oh, gimme a break! Who do these guys think they are? The Ninku?Unfortunately for the real Aito, Choji, Rihoko, and Fuusuke, they do. But little did these imposters know when they stumbled on this sleepy little desert town, that there’d be a price to pay for being treated like the real Ninku, namely, having to fight the deadly Heaven & Earth brothers!Fortunately for our phony friends, the real Aito, Choji, and Fuusuke step in, there’s nothing but trouble for the bad guys. Can the Ninku art of magic fighting beat the Heaven & Earth brothers deadly fighting style?(Source: AniDB)",6.12,1633,Pierrot,Manga,"['Historical', 'Martial Arts']",Shounen
Kagaku Ninja-tai Gatchaman (Movie),Movie, 1978,1,"['Action', 'Adventure', 'Sci-Fi']",This is the condensed theatrical adaptation of the original TV series' first season. ,6.12,1610,Tatsunoko Production,,,Shounen
Tetsuwan Atom: Uchuu no Yuusha,Movie, 1964,1,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","From the TV series of ""Astro Boy,"" three episodes were selected for theater re-edition, ""Robot Rocket"" (46th episode), ""Earth Defense Troops"" (56th episode) and ""The Last Day of Earth"" (71st episode). Of these three, ""Earth Defense Troops"" was the only one originally derived from Tezuka Osamu's story ""Number 7."" Its settings were diverted to the ""Astro Boy"" series. In this film, the whole scene of ""Earth Defense Troops"" and a part of ""The Last Day of Earth"" were reproduced in color for this theater version.(Source: Official site)",6.26,1610,Mushi Production,Original,Mecha,Shounen
Crush Gear Nitro,TV, 2003,50,['Sports'],"Story about a young boy name: Mahha Masaru, who dreamt of having a crush gear fight with the others even though he doesn't have his very own crush gear!One day,  a sudden chance came to him and he got the legendary crush gear which look similer to the one that was used by Kouya Marino and finally he can go and paticipate in his own crush gear fight with his friends and foe!! ",6.00,1599,Sunrise,,Racing,Shounen
Meitantei Conan: Hannin no Hanzawa-san,-, 2022,?,"['Comedy', 'Mystery']","Anime adaptation of the spin-off manga Meitantei Conan: Hannin no Hanzawa-san that stars the black-silhouetted ""criminal"" that appears in Detective Conan representing the mystery culprits.",0,1599,TMS Entertainment,Manga,,Shounen
Wakusei Robo Danguard Ace,TV, 1977,56,['Sci-Fi'],"In order to explore the newly discovered planet, Promethe, there are many projects are running all over the world.Here in Japan, under the direction of Dr. Oedo, ""Space Carrier Jasdum"" and ""Planet Robot Dangard A"" are being built. Ichimonji Takuma is a candidate for the pilot of Dangard A. His father, Ichimonji Dantetsu, was a famous space pilot.However, Dantetsu went missing after a mysterious accident, and the people blamed him for the accident. In order to clear his name, Takuma is trying to become a space pilot and succeed in the project. Will Takuma become the pilot?",6.13,1585,Toei Animation,Original,"['Mecha', 'Military', 'Space']",Shounen
Pink Mizu Dorobou Ame Dorobou,Movie, 1990,1,"['Action', 'Comedy', 'Fantasy']",The plot is about a young girl named Pink who is a bandit in the desert who steals water from the Silver Company.,5.56,1568,Toei Animation,Manga,,Shounen
"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",Movie, 1982,1,"['Comedy', 'Sci-Fi']","When local teacher Midori Yamabuki receives an emergency summons to her home planet it turns out to be a trap devised by galactic warlord Dr. Mashirito, and it's up to Dr. Senbei Norimaki and a group of students (including his robot daughter Arale) to venture into space to save her.(Source: ANN)",6.37,1564,Toei Animation,Manga,Gag Humor,Shounen
Romantic Killer,ONA, 2022,?,"['Comedy', 'Romance']","When gamer Anzu gets transported to a world of hot guys, it’s like she’s in a dream…someone else’s dream!High schooler Anzu Hoshino has a great life. Every day she plays video games, pigs out on snacks, and pets her beloved cat. But this blissful existence is turned into a confusing mess when a magical creature transports her to an altered reality bereft of her favorite things. Now she’s stuck with hot guys instead! How can she possibly survive in such an awful world?!Anzu must play along in this altered reality before she can return to her normal life, so she begrudgingly makes friends with Tsukasa Kazuki. He unfortunately happens to be one of the hottest and most popular guys at school, and what’s worse, she realizes that he might not even be that bad of a person! (Source: VIZ Media)",0,1529,domerica,Manga,,Shounen
Doraemon: Time Machine de Oshougatsu,Special, 1980,1,"['Adventure', 'Comedy', 'Sci-Fi']",(No synopsis yet.),6.46,1528,Unknown,,,"['Kids', 'Shounen']"
Monkey Turn,TV, 2004,25,"['Action', 'Drama']","Based on Kawai Katsutoshi's manga of the same name, published in Weekly Shounen Sunday, Monkey Turn is a sports anime based around professional speed boat racing. The anime's protagonist, Tadano Kenji, is too short to follow his dream of becoming a professional baseball player, but his baseball coach recommends him to boat racing. One day Tadano-san unexpectedly meets his old girlfriend and they exchange promises: in return for her being faithful to him, he is charged with becoming Japan's best racer within three years. The eponymous ""Monkey Turn"" is a boat maneuver Kenji-san thought up while visiting his girlfriend. The Monkey Turn gives Kenji quite the advantage over other boaters, but is it enough for him become the best?(Source: AniDB)",6.55,1524,OLM,Manga,Racing,Shounen
The☆Doraemons: Dokidoki Kikansha Daibakusou!,Movie, 2000,1,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",(No synopsis yet.),6.42,1521,Shin-Ei Animation,,,"['Kids', 'Shounen']"
Dokonjou Gaeru,TV, 1972,103,"['Comedy', 'Slice of Life']","When Hiroshi was fighting against his rival Gorillaimo, he stumbled over a stone and fell on to a frog. To be surprised, the frog was still alive and it named itself Pyonkichi.(Source: AniDB)",6.39,1518,Tokyo Movie Shinsha,Manga,,Shounen
Beast Saga,TV, 2013,38,"['Action', 'Sci-Fi']","Beast Saga takes place on a distant planet in our galaxy called Beast where three beast tribes, the Sea Tribe, the Land Tribe, and the Sky Tribe, fight for their honor. Each of the tribes protect an infinite elemental power source called Godlot.(Source: ANN)",5.54,1517,SynergySP,,,"['Kids', 'Shounen']"
Long Riders! Recap,Special, 2016,1,"['Comedy', 'Slice of Life']",Recap of the first four episodes of the Long Riders series.,5.73,1509,Actas,Manga,Racing,Shounen
Fantasista Stella,OVA, 2014,3,['Sports'],Teppei and teammate Keisuke Honda aim for the FIFA World Cup 2014 in Brazil.,5.91,1502,Xebec,Manga,Team Sports,Shounen
Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,Movie, 1984,1,"['Comedy', 'Sci-Fi']","Dr. Slump found the secret treasure named “Eye of Rainbow” of legendary Nanaba Castle in the mountain. This treasure makes every dream come true. When the robbery gang of Arale, Ga-chan tried to steal this treasure, Bisna who is the descendant of Nanaba Kingdom took the treasure. Bisna wanted to revive the devil and Nanaba Kingdom. Arale and her friends went towards the secret Nanaba Castle to get back the treasure. (Source: Official Website)",6.31,1497,Toei Animation,Manga,Gag Humor,Shounen
Saint Seiya: Gold Saints Data File,Special, 2006,3,"['Action', 'Fantasy']","Short special about Gold Saints, included on DVDs of Saint Seiya: Meiou Hades Meikai-hen series. ",6.06,1473,Toei Animation,Manga,,Shounen
Ore wa Teppei,TV, 1977,28,"['Action', 'Sports']","Teppei, brought up by his father in the mountains, is an energetic boy who is as tough as weeds and acts as free as a bird. His life changes completely when he enrolls in high school, the first school he has ever attended. Despite his eccentric behavior and being a constant source of troubles, he is soon recognized for his talent in sports—especially in Kendo (the Japanese swordplay art)—and becomes the school's hero.(Source: Nippon Animation)",6.52,1459,Nippon Animation,Manga,Combat Sports,Shounen
Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,Special, 1997,1,['Mystery'],A one-hour special that aired after a month of the series' absence on television between episodes 23 and 24.Kindaichi will have to investigate in a hospital where series of murder happen.,6.68,1443,Toei Animation,Manga,,Shounen
The☆Doraemons: Goal! Goal! Goal!!,Movie, 2002,1,"['Comedy', 'Fantasy', 'Sci-Fi', 'Sports']","The Doraemons, a group of culturally different versions of the Doraemon, gather to play a game of soccer.(Source: ANN)",6.26,1440,Shin-Ei Animation,Manga,Team Sports,"['Kids', 'Shounen']"
Ganbare Goemon,TV, 1997,23,['Comedy'],"The evil overlord Makuamuge is planning to take over both the game and real worlds, and it is up to the ninja Goemon, his friends, girlfriend, and giant robot to defeat Makuamuge's henchmen and save both worlds.",6.17,1414,Trans Arts,Game,,Shounen
Getsumen To Heiki Mina Specials,Special, 2007,2,"['Action', 'Comedy', 'Ecchi']","2 original unaired episodes included in DVD volumes 3 and 5, titled EX1 and EX2 respectively.",5.98,1407,Gonzo,Other,Super Power,Shounen
Dorami & Doraemons: Space Land's Critical Event,Movie, 2001,1,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",(No synopsis yet.),6.44,1400,Shin-Ei Animation,,,"['Kids', 'Shounen']"
